idAmazon,title,description,manufacturer,price
b0001wn16m,microsoft office student and teacher edition 2004 macintosh,graduate to microsoft office 2004 for mac student and teacher edition and let your intellect shine. groundbreaking new features in this release can help you manage create and share ideas with ease and confidence. for qualified educational users running mac os x version 10.2.8 or later this is a must-have application suite that offers full compatibility with windows versions of microsoft office applications plus many new features that are only available to mac users. when you're ready to get down to business microsoft office 2004 for mac provides the intuitive intelligent tools you need to transform your ideas and opportunities into action. put office 2004 to work for you whether you use your mac for home school or business. the new project center. a handy toolbox. work with tools that work like you the new features in microsoft office 2004 for mac aren't constrained by boundaries--in fact many of them are designed to give you access to your ideas and information from every program in the suite. thanks to input from thousands of mac users office 2004 contains tools that are more integrated and intuitive than ever. the new project center allows you to consolidate all of your project-related details and easily access them from word excel entourage and powerpoint 2004. quickly view all of your project-related e-mail messages files notes contacts and schedules in one convenient place. plus the new project gallery lets you quickly find the documents you've worked on recently while offering the new learn tab to find instructive sample documents. meanwhile the new compatibility report tool helps you resolve platform- and version-related compatibility issues before they arise. the tool identifies potential compatibility issues and offers ways to avoid them. lastly the office toolbox lets you quickly access compatibility reports your scrapbook and the project palette from word excel or powerpoint 2004. notebook layout view. improved track changes functionality. word 2004 express your ideas with more brilliance and clarity using the innovative new tools in microsoft word 2004 for mac. the gold standard in word processing works harder than ever for you with improved reference tools dynamic reviewing capabilities and enhanced views for organizing your thoughts. the new notebook layout view allows you to type right onto ruled notebook paper. manage different sections with tabs and quickly search for key ideas using this new view. plus with the improved track changes system in word 2004 you can view changes in comment balloons next to your text quickly identify the reviewer with color-coded comments and initiate instant message conversations about comments with msn messenger for mac. access a dictionary a thesaurus and a link to the microsoft encarta online encyclopedia right from the office toolbox or quickly scan and navigate through your document with the improved document map and thumbnail view. new page layout view. major charting improvements. excel 2004 organize analyze and present your data with precision and panache. the new tools in microsoft excel 2004 for mac give you more control over your spreadsheets and the enhanced charting tools give you more dynamic ways to display your information. the new page layout view lets you review and manipulate on screen what will appear on paper. now you can easily scale your data to fit the right number of pages and insert headers and footers by simply double-clicking in the document. meanwhile punch up your numbers with vibrant new color schemes. use the formatting palette to quickly update your chart type options data colors weights fills and special effects. smart buttons let you instantly track down and fix spreadsheet formula errors control how the autofill feature applies formatting to your data and more. and editing and functioning improvements mean that you can view the correct syntax for more than 140 functions to ensure that calculations work every time. you can also now simply click and drag to change ranges with the updated range finder. lastly xml file support is integrated in excel 2004 so you can share complex data with ease. handy new presenter tools. cool animations and transitions. powerpoint 2004 incorporate rich movies animations and transitions into your presentations with microsoft powerpoint 2004 for mac. keep the show running like a pro with features such as the on-screen timer notes navigation and more. new presenter tools help you keep your presentation well timed and make adjustments on the fly as you respond to your audience with the tools in the presenter's view window. you can also experiment with new 3d transitions and vivid custom animations to make your presentations richer and more dynamic. choose from more that 100 new design templates and quickly set font spacing size and transparency with the new format font dialog box. plus the expanded clip gallery helps you get creative with updated illustrations and new clip art. efficient new three-column view. robust management of accounts and contacts. entourage 2004 if your day revolves around connections and ideas use microsoft entourage 2004 for mac to pull it all together. consolidate your e-mail contacts calendar notes and project details in one easy-to-access place. the new three column view option lets you blaze through your inbox with new features such as the preview pane message threading and improved junk e-mail protection. with new message grouping you can easily group view and search for messages based on project sender date or other criteria. calendar printing has been improved too and now you can experience more flexibility and control over calendar formatting and printing options. meanwhile managing accounts and contacts has never been easier: access messages and contacts from multiple e-mail accounts and take advantage of integration with msn messenger for mac version 4.0. and now for the first time ever entourage features exchange server support so you can easily integrate macs with an exchange email system. another great feature archiving allows you to export personal information manager (pim) data--such as e-mail messages contacts or schedules--into an entourage archive package to keep your pim database clean and secure. eligibility to license office 2004 for mac student and teacher edition you must be a qualified educational user or the parent or guardian of a qualified educational user who is a minor. qualified educational users include full- or part-time students home schooled students and full- or part-time faculty or staff of an accredited educational institution.,microsoft,149.99
b0006se5bq,singing coach unlimited,singing coach unlimited - electronic learning products (win me nt 2000 xp),carry-a-tune technologies,99.99
b000aa878m,agatha christie: and then there were none,agatha christie's acclaimed mystery novel has become a movie a play and has even spawned many copycats. you are part of a delicious diabolical situation involving murder with cunning secrets and twisting scenarios cavorting ominously in this clever whodunit. could it be you....that winds up dead? 10 people strangers to each other are invited to a lush estate on an island. through a recording their mysterious host accuses each of his ?guests' of murder and proceeds to exact ?justice.' the tension mounts as one-by-one the number of people are reduced through the ingenious plotting of the unseen killer. prepare to play the video game based on the best selling murder mystery of all time!,dreamcatcher interactive,29.99
b000fc4du6,upgrade acid pro 6 boxed,sony acid pro 6 delivers a better music creation and production application. enjoy a re-engineered multitrack recording and midi sequencing environment with major enhancements to midi capabilities. it's much more than just a loop tool and production application -- acid pro 6 is a full-featured digital audio workstation with all the music creation technologies and 24-bit/192khz audio support you need. drum map editing makes creating custom drum map templates & working in the drum grid even easier hands-on mixing using external hardware control surfaces new multitrack workflow monitors audio signals with real-time track effect dsp during recording sessions midi track envelopes for controllers keyframes for patch changes and sysex messages midi quantize and velocity filters freehand envelope drawing on the timeline dual/multi-core processor support gracenote cd album identification film-style panning mode for 5.1 surround projects,sony pictures digital entertainment,305.18
b000e3fn4g,onone software pxl smartscale ( windows and macintosh ),pxl smartscale offers an way to scale images up with no discernable loss in printed quality. it features the most accurate advanced image scaling via pixellive technology. the scaling is simple with intuitive tools full screen preview and simple image navigation. refine the quality of your scaled image -- you'll have complete control of the overall sharpness edge contrast and detail. if your images have defined edges that you need to keep well-defined as you increase the resolution you need pxl smartscale.,onone software,0
b000i84dsy,ca internet security suite 2007 - 3 user,internet security 2007 gives you comprehensive protection against the many online dangers you can be exposed to while enjoying what the internet has to offer. protect yourself against viruses id thieves spyware spam and malicious hackers that can jeopardize your privacy. these award-winning business-strengthening tools will take the guesswork out of pc security giving you a safer online experience. anti-spam tools monitor inbound messages for spam verifies the authenticity of messages and confirms whether spam senders are people or automated spam robots on-demand scanning for specific files disks and folders use active protection to collect & transmit your personal data and update your protections to get proactive protection against new threats special 3-user license vista compatible,computer associates,69.95
1931102953,instant immersion american sign language win/mac,instant immersion asl teaches beginners american sign language -- quickly and easily!,topics entertainment,9.99
b000b85aag,iris readiris pro 11.0 (mac),readiris pro 11 is one of the most powerful and accurate ocr solutions designed for home and professional users. when you need to convert any paper pdf or image documents into digital files that you can edit share and save readiris pro 11 will do it all. it retypes scanned documents and image files and converts pdf files in editable text maintaining the original layout and offering an unprecedented speed and ocr accuracy. a powerful productivity booster for flatbed scanners all-in-one devices and digital cameras readiris pro can revolutionize the way you scan and convert documents. note: this product is for macs only. readiris pro 11 is also available for pcs. select your scanner define the scanner settings and enable the proper system options (page deskewing page analysis page orientation). readiris pro 11 does the rest. view larger. choose ms word as the output format click on recognize + save and within seconds your text is converted and exported in word ready to be edited. view larger. if you have a scanned image with tables readiris will converted in editable tables you can export in excel. view larger. readiris will let you convert hand printed capital text in digital text you can edit with your preferred software. view larger. document preparation in three easy steps turning hardcopy text images or pdfs into editable text is as easy as 1 2 3. first you scan your document with your flatbed scanner or open a pdf file or image document. (readiris pro 11 is compatible with the most commonly used images and pdf files.). once the file is opened in the software you click on recognize and save and within seconds your document is converted into and editable digital file. the final step is to export your document into you favorite application such as word excel acrobat (pdf) internet explorer (html) and more. readiris pro will save you incredible amounts of retyping time. the new ocr engine of readiris pro 11 is optimized for speed and accuracy and features over 70 new major improvements from previous versions. not only will readiris pro 11 give you 30 percent greater text accuracy the program's advanced autoformat technology also perfectly retains the layout of the original document in the output. and most amazingly it can perform these tasks with 126 languages. (the software's user interface is localized in 21 languages; see system requirements for a list of the supported interface languages.) the ideal pdf solution readiris pro can open your pdf file (even read-only pdfs) and generate four different types of pdf files: fully searchable image over text text over image text only and image only. you can also edit your pdf into several of the supported output formats such as word and excel. and when you need to scan text into a pdf file readiris pro can do that as well. you can convert your incoming faxes letters or any paper documents into fully searchable pdf files quickly and accurately. it couldn't be any quicker or easier. multi-page scanning ability and more readiris pro features a convenient interval scanning mode that allows you to manually set the time interval between scans to greatly simplify the scanning process for multi-page documents on a flatbed scanner. this multi-page mode applies to both hard-copy as well as digital documents such as such as tiff or pdf files. with support for the new microsoft formats wordml and spreadsheet ml readiris lets you accurately reproduce any kind of table in your office documents. based on xml the new formats generate richer editing and formatting of files that are optimized for windows office 2003. your tables can be perfectly reproduced in excel 2003 retaining the text and even the colored background. readiris pro even lets you digitize hand-printed notes and 23 types of barcodes including 2-d barcodes. the information contained in your barcode is automatically retyped into your application.,i.r.i.s.,129.95
b000nkklwy,power translator 11 premium,power translator 11 premium is the world's most powerful translation technology! it's designed for today's internet users & has easy access to the most languages dictionaries and software. besides the incredible software you'll also receive a 3-month subscription to language services that help you translate 20 languages and 323 language pairs.,language engineering co llc,79.99
b000bcz8ng,world book encyclopedia 2006,the world book encyclopedia 2006 is a truly student-friendly cd reference resource. it's been thoroughly updated with thousands of revised articles and hundreds of new entries maps tables and illustrations. superior navigation with clear labeling and easily accessible entries helps young scholars retrieve crucial information. includes: 56 animations and simulations 2 241 tables and timelines 10 643 photo and illustrations 640 new illustrations and maps 267 new articles 42 new table 4 000+ newly revised entries,topics entertainment,19.99
b0000dk573,learn to play chess with fritz and chesster (mac),learn to play chess with fritz & chesster lets you be king for a day in a world where chess rules!,viva media,29.99
b000sqnbp2,family tree maker 2008 platinum,,encore,99.95
b000f7ixx4,iriscard pro business card scanner,the iriscard pro business card scanner is the most popular multilingual business card scanning solution and is ideal for individuals and both large and small companies. by quickly and easily scanning your business cards the iriscard pro can help you keep a record of all important contacts. convenient and versatile it synchronizes with pocket pcs and palm devices as well as outlook and outlook express. to help keep you organized the iriscard pro features a one-touch export button so you can send your contacts to your favorite electronic address book after scanning them. the iriscard pro is a multilingual business card scanning solution that is ideal for both large and small companies. view larger. the system utilizes cardiris software the iriscard organizer tool. view screenshots. iriscard works with a variety of email software packages. view screenshots. small and easy to use the iriscard pro offers reliable and incredibly easy operation. simply insert your business cards inside the unit and they will be instantaneously captured into your computer with precision. you can also export or synchronize the data with your electronic address book so it's a snap to access the exact information you need when you need it. the iriscard pro works with a variety of email software packages including outlook outlook express address book now contact and entourage. it also recognizes cards from up to 56 countries features eight user-interface languages (english french spanish italian portuguese german dutch and russian) and is usb powered so it's the ideal travel companion. where and when to use the iriscard pro compact light and portable the iriscard pro comes in handy at home in the office or on the road. at home the iriscard pro lets you keep your personal address book always up-to-date. it's also an efficient full-color usb-powered twain photo scanner that digitizes your 4 x 6 pictures with up to 600 dots per inch (dpi) resolution. and thanks to its ergonomic design it's much more comfortable to use than regular flatbed scanners. at the office you can rely on the iriscard pro to help minimize disorganized piles of business cards cluttering up your desk. since this device scans retypes and exports your contacts in just seconds they're instantly available to you rather than scattered all over your workplace. the iriscard pro also helps you out when you're away from your home or office. whether at trade shows conferences or other out-of-town events the iris card pro is the best tool to quickly store new contacts and follow up on all your leads. after your trip you can choose the album view function which shows either a multi-card display to quickly visualize scanned cards or a single card display to easily add notes or additional information. special operating features the iriscard pro uses bcr technology that combines i.r.i.s. ocr and field parsing technologies for accurate recognition and field matching. the system also utilizes cardiris the iriscard business card recognition software and organizer tool. thanks to the user-friendly interface and automatic orientation deskewing and cropping of the business cards you'll never have to struggle to get consistent high-quality results. to rapidly and accurately convert business cards into database records the iriscard also offers state-of-the-art field analysis while the zoom function lets you see every detail in each card. designed for ocr on the fly this scanner gives you the option to drag and drop names emails and websites directly in the right database fields or in any application. additionally the windows version is enhanced with a database and useful sort search and selection tools to increase your daily contact management what's in the box usoa307 iriscard business card scanner usb cable calibration card for the scanner software cd-rom (cardiris business card organizer software demo version of readiris pro ocr software goodcontacts) quick installation guide and registration card and user license.,iris,199.99
b000fa5ens,mom standard ops mgmt lic 2005 english mlp 5 oml,mom standard ops mgmt lic 2005 eng mlp 5 oml,microsoft,0
b0006aao96,miraizon cinematize 2 (mac),cinematize 2 - miraizon,miraizon,69.99
b000nif4im,freestyle street basketball,play the pick-up game of your dreams in freestyle street basketball. get dressed hook up the tunes and head to the park for fast-paced online community basketball. challenge friends in a dynamic pick-up game environment featuring cutting-edge music fashions and gravity defying basketball moves. there are 45 levels of gameplay and millions of different character customization options. in freestyle players get to choose and change their look anytime while also defining the basketball skills they want to use in each game -- all for no monthly fee! easy to play - all the dynamic moves in freestyle can be accomplished with just 4 keys participate in leader boards brackets tournaments forums and more at www.thefreestylepark.com,sierra online,19.99
b0009dwkwo,apple remote desktop 2.2 10 client (old version),remote desktop 2.2 makes it easier than it's ever been to manage a network and install new software. with over 50 new features and countless enhancements you'll manage your network effcieintly without having to leave your office. state-of-the-art software distribution makes installing software a virtual walk in the park. distribute software configure systems offer real-time online help and create detailed hardware and software reports. extend a helping hand without leaving your desk with tools for the best technical assistance possible. use remote shell scripts to take the legwork out of your administrative tasks - shut down restart or sleep any mac in your network without getting up from your desk as well as lock screens or empty trash. if you're an administrator you'll know everything you need to know about your macs -- the available hard drive space network settings and software version even when they're offline. stores profiles for every mac whether it's on the network permanently or leaves regularly; tracks offline computers and updates their information for better managing of powerbooks and ibooks,apple,299
b000m6wlyk,game of life jc,based on the famous milton bradley board game a classic for over a century is here for play on your pc. the game was originally created in 1861 by milton bradley as the checkered game of life. the goal is to proceed through life earning money raising a family and ageing gracefully. but beware the pitfalls and many obstacles that you encounter. such is life! the classic board game has been reformatted for for an enhanced experience on your pc - desktop or notebook. everyone will enjoy the game of life.,encore,9.99
b0009qvgeo,professor teaches windows xp,professor teaches windows xp is your complete guide to everything micrososft's newest operating system has to offer!,individual software,19.99
b000hzrlim,age of empires iii,you've landed on the new world. ready to stake your claim? so is everybody else. so have some before you. many will follow after you. how do you attain satisfaction wealth and power? then manage to keep it? it takes lots of strategic thinking. if you think other are standing idylly by you're wrong. it's going to be rough and nasty. crush your enemies with devastating cannons rifled infantry and your naval fleet. build a thriving empire with a booming economy. form strategic alliances with native americans. universal binary - works with both intel and powerpc macs gamespy top 5 game of the year 2005 award system requirements (tentative) - macintosh computer with a g4/g5 or intel processor running at 1.4ghz or faster mac os x v10.3.9 or higher 512mb ram 64 mb video card (with support for hardware t & l). 56k dial-up internet access or lan for online play,destineer,49.99
b000a3x6te,stomp inc drive washer,drive washer keeps you from being vulnerable to the dangers of identity theft. even if you are simply reassigning your computer to another user or giving it to a friend your private data may be compromised. don't just think you've removed all those sensiive files - use drive washer and be sure.,stomp inc,0
b000fcyts2,zend studio 5.1 (win/mac),zend studio 5 is the only integrated development environment (ide) available for professional developers that encompasses all the development components necessary for the full php application lifecycle. through a comprehensive set of editing debugging analysis optimization and database tools zend studio 5 speeds development cycles and simplifies complex projects. view your database structure and manage content with zend sql explorer advanced debugging features for local or remote php debugging manage source code effectively using cvs or subversion directly from within zend studio,zend technologies inc.,299
b00030fsyk,living trust builder,don't wait until the last minute - take time to do your living trust today! living trust builder gives you the mechanisms and sound planning advice that can save you from paying estate taxes gift taxes and probate fees. includes documents to get you started right away!,jian inc.,19.95
b000ivfciq,sudoku puzzle addict: unlimited edition,sudoku puzzle addict: unlimited edition (win 98 me 2000 xp),global software publ na,0
b000tilkpc,global software smart steps 1st grade ( windows macintosh ),developed by education specialists smart steps builds a solid foundation in reading math science creativity and more to prepare students for a lifetime of success in school. a unique tracking system gives a detailed chart of each student's development highlights areas of interest and identifies areas where students need more practice. an innovative sticker reward system inspires students to complete each activity continue on with new skills and practice over and over again. with a host of creative activities and an incredible variety of up to 100 practice exercises smart steps will teach and reinforce learning until skills are mastered and implemented.,global software,0
b0002oqy1i,microsoft office mac 2004 english 3pk dsp ( 731-01163 ),office 2004 for mac standard edition introduces new features designed to help you transform the way you manage information share your ideas seamlessly and create impressive documents with confidence.,microsoft corporation,0
b000g80lqo,peachtree by sage premium accounting for nonprofits 2007,peachtree premium accounting for nonprofits 2007 is the affordable easy to use accounting solution that provides you with donor/grantor management. if you're like most nonprofit organizations you're constantly striving to maximize each and every dollar of your annual operating budget. financial reporting by programs and funds advanced operational reporting and the rock-solid core accounting features that have made peachtree the choice of hundreds of thousands of small businesses. the result is an accounting solution tailor-made for the challenges of operating a nonprofit organization. keep an audit trail to record and report on any changes made to your transactions improve data integrity with prior period locking archive your organization's data for snap shots of your data before you closed your year set up individual user profiles with password protection peachtree restore wizard restores all backed-up data files plus web transactions and customized forms includes all standard accounting features - general ledger accounts receivable &accounts payable; payroll solutions; time & billing and job costing; fixed assets; analysis and reporting & customization easily convert from quickbooks,sage software,599.99
b000hbxjve,quickbooks premier edition 2007 - 5 user multi-pack,quickbooks premier 5-user edition 2007 simplifies your everyday tasks and provides industry-specific and business-planning software designed to take your business to the next level. work flexibly with specialized easy-to-use accounting tools--all in one package. find out which version of quickbooks is right for you (pdf). you can also view an overview of key features (requires flash). access customer information easily in the customer center. view larger. manage your finances faster from the simplified home page. view larger. avoid redundant data entry with easy synchronization with outlook. view larger. transfer data to and from microsoft excel. view larger. merge quickbooks data with microsoft word. view larger. get set up and running quickly. view larger. from basics like simple check writing and expense tracking to more complex tasks like estimating job costing and payroll quickbooks premier handles it all. manage inventory pricing shipping and more with powerful tools that give you the flexible customization options your business needs. with quickbooks premier you can track inventory assemblies and finished goods create purchase orders from estimates or sales orders and define up to 100 pricing levels with different prices for each. you can also use quickbooks to access your financial data remotely easily create a business plan or automatically create a forecast. or build a budget with one click and track expenses automatically as you pay bills. what's more you can create estimates and invoices in seconds and get exactly the business reports you need. multi-user access to quickbooks this five-user version of quickbooks premier edition 2007 fosters collaboration within your business by allowing up to five users to work on quickbooks at the same time accessing the same set of updated data. multiple-user functionality helps any business that has a need for multiple people to use quickbooks. a typical multiple-user business might consist of the owner an office manager and a payroll manager. the business owner might use quickbooks to run reports and monitor business performance the office manager enters orders and invoices into quickbooks and the payroll manager prints out checks for employees. each user must have a unique license. manage customers vendors and employees easily quickbooks premier edition 2007 provides the fastest easiest way to find everything you need to know about any customer vendor or employee and all of their transactions. in the customer center you can find and follow up on past-due accounts and answer customer requests faster than ever. view contact information and complete transaction history for any customer. in the vendor center you can see purchase orders bills and payments. the employee center shows you contact information for any employee a complete list of checks paid and all employee transactions including all paychecks (both those entered manually and you created using an optional quickbooks payroll solution). process payroll with the improved payroll center which now has a review confirm and submit process that provides full confirmation of payroll scheduling. new to quickbooks premier edition 2007 time tracker is the simplest way to track and record employee time in quickbooks. your employees can track their hours from anywhere using a timesheet on the web. you can download an entire set of timesheets from quickbooks in one easy step. boost efficiency the customizable home page gives you direct access to key features plus a clear picture of how they all fit together. no searching through menus--you're never more than two clicks from starting a new task or viewing a transaction. now you can automate routine tasks and typing while letting quickbooks do all the math. you can also choose to see current balances for your accounts in quickbooks so you know right where you stand without digging through multiple screens. organize everything in one place quickbooks premier edition 2007 tracks all your financial information in one place including sales expenses business loans and more so you can get the answers you need instantly. better still it tracks that information automatically as you create the checks receipts invoices and other documents you already use. you can also use quickbooks to track business loans and fixed assets such as computers and other equipment right along with your other financial data. track vehicle expenses and job-related mileage. quickbooks will even automatically remind you to include related expenses when you bill for the job. advanced shipment processing and tracking quickbooks shipping manager converts sales receipts or invoices into pre-filled fedex or ups shipping labels and forms complete with tracking numbers and bar codes. share data with microsoft office applications break the language barriers between your favorite applications. quickbooks premier shares data seamlessly with excel word and outlook saving time and helping reduce errors. (word excel outlook integration require microsoft word excel and/or outlook 2000 2002 or 2003 all sold separately. synchronization with outlook is also possible with quickbooks customer manager sold separately). start fast and get help when you need it get started fast with built-in tutorials onscreen help and free quickbooks callback support for 30 days following registration. when starting up just answer a few basic questions and you'll get a customized setup you can change at any time. import customers and vendors from excel or enter them on-the-fly as you pay bills and record sales. if you're already using quickbooks your company file and preferences will transfer automatically. get fast answers without leaving quickbooks in the in-product onscreen help. type a question choose from a list of topics or search by keyword. learn quickbooks skills as you need them--in your own time at your own pace: the built-in learning center offers short tutorials on basic and advanced features to help you get the most out of quickbooks. guaranteed or your money back quickbooks is the financial-management software recommended by more accountants than any other and intuit guarantees your satisfaction or your money back. if you're not satisfied return the business software to intuit within 60 days with dated receipt for a refund of the purchase price. with more than 3 million users quickbooks is the most widely used small-business accounting software. it's recommended by accountants over any other product. a 13-year history of continuous improvement assures you of the simplest most flexible software for your business.,intuit,1499.95
b000fepvcs,learn2 training for microsoft powerpoint,learn2 training for microsoft powerpoint (win 95 98 me nt 2000 xp),topics entertainment - software (consignment),9.99
b0001d56uu,i copy dvd's 2,i copy dvds2 standard edition is the latest product from me too software that allows you to make high quality back up copies of any dvd movie.,me too software,49.99
b000euhk3g,treasure mathstorm,math learning tool for ages 5 - 9,the learning company,29.99
b0001fyrq2,logic pro 6,,apple,999.99
b0002ibeve,cyberchase adventures: carnival chaos and casablanca quest,cyberchase adventures: carnival chaos/casablanca quest makes learning about math and measurement fun for children. kids will learn by example as they watch the kids of cyberchase use their knowledge to save lives every day! ages 8 & up,brighter minds media inc.,19.99
b0002x9a1u,railroad tycoon 3 (mac),railroad tycoon 3 takes you to the golden era of railroading and challenges you to make your fortune! players begin with a modest sum of capital and have to expand their business until it becomes an empire. you'll also manipulate a realistic stock market and build up a massive fortune while running their railroad into bankruptcy. carve out your own cross-country routes -- build tunnels overpasses and bridges over rivers bays and canyons,macsoft,19.99
b000egidpe,hoyle puzzle & board games 2007,over 45 classic puzzle and board games brought to you by hoyle the 1 family entertainment brand. from sudoku to chess to mahjongg there is fun for the whole family. complete with 12 virtual opponents and multiple skill levels.,encore software,19.99
b000hcz8ey,microsoft onenote 2007,office onenote 2007 is a digital notebook that provides one place to gather notes and information powerful search capabilities to find what you're looking for quickly and easy-to-use shared notebooks to help manage information overload and work with others more effectively. as an integrated part of the 2007 microsoft office system onenote 2007 makes it easy to gather organize find and share your notes and information more efficiently and effectively. powerful search capabilities can help you locate information from text within pictures or from spoken words in audio and video recordings. and easy-to-use collaborative tools help teams work together with all of this information in shared notebooks whether online or offline. plus the familiar look and feel of the microsoft office system makes it easy to start using the program right away minimizing wasted time and training costs. gather all of your information in office onenote 2007. view larger. gather and organize everything in one place with so much information coming your way--and in so many different forms--you need one place to keep it all and a tool that's flexible enough to capture it. otherwise information that could have been used to help make better decisions or make you more efficient is lost or difficult to find. unlike paper-based systems word processing programs e-mail systems or other productivity programs onenote 2007 delivers the flexibility to gather and organize text pictures digital handwriting audio and video recordings and more--all in one digital notebook on your computer. this software can help you become more productive by keeping the information you need at your fingertips and reducing time spent searching for information across e-mail messages paper notebooks file folders and printouts. save time by consolidating information taking notes on paper and transcribing them later can be time-consuming and difficult and you run the risk of losing important pages. in addition it's difficult to share data kept in a conventional paper notebook and they're only good for capturing one kind of information: handwritten notes. when it's time to gather information from other sources and in different ways other difficulties can arise. for instance because most people don't have a way of digitally capturing unstructured information they often print out web research and store information in file folders or on desks which is difficult to find later and inaccessible when you're away. and sharing information with others can be challenging--even when using e-mail it can be hard to hard to figure out what the plan is without reading through long e-mail threads that may or may not contain the information you need. onenote 2007 however gives you a solution with a flexible software program that enables you to gather virtually any type of information in one place. with your information readily available you can be more prepared and informed. quickly find what you need with onenote 2007 finding information is easy and fast because it eliminates the guesswork of figuring out where you stored critical information. no more clicking through file folders and sorting through pages of paper notebooks to find the information you're looking for. powerful search features give you the ability to locate information quickly while allowing you to search across new types of content like text in scanned documents or images and spoken words in audio and video recordings. with easier access to the facts you and your teammates can make better decisions. with office onenote 2007 your team can work together more effectively. view larger. protect your intellectual property onenote 2007 helps you consolidate various types of information--including freeform notes images documents files from other microsoft office system programs and rich media--and organize it in the way that works best for you. and because it keeps everything in one place you don't have to worry about frequently saving or creating backups of your information--onenote 2007 does this for you. ideal for businesses if you're attending an important meeting and don't want to rely on your memory simply take meeting notes in onenote 2007 to create a living repository of group decisions and brainstorming sessions that adds continuity and context to subsequent meetings. you can also catch all the details of customer calls and meetings by synchronizing typed or handwritten notes with office onenote 2007 audio and video recordings. if you're working outside of the office gather information on your microsoft windows mobile powered devices (including notes audio recordings and pictures) and transfer it to onenote 2007. and when it's time to share data with your colleagues take advantage of onenote 2007's export application programming interface to easily transfer information gathered in onenote 2007 to your company's business systems and in so doing reduce errors and wasted time spent rekeying the same information in different systems. need to copy paste or print information from and into other 2007 microsoft office system programs? it's no problem with onenote; this software lets you access and exchange information in word excel outlook and powerpoint. you can even use onenote 2007's drawing tools and tables to annotate and easily organize and manage information. find what you're looking for quickly using office onenote 2007. view larger. search and link options onenote 2007 lets you search and find keywords quickly within text in images and in audio recordings made within the application. you can also view hyperlinked search results in a summary task pane; a single click takes you to relevant results. for added convenience view all open notebooks at once use drag-and-drop functionality to easily arrange and rearrange your notes and add hyperlinks to other pages in your notebook to quickly find relevant content. manage tasks easily with two-way synchronization between onenote 2007 and the 2003 and 2007 versions of outlook or link notes and other information to specific outlook 2007 or outlook 2003 contacts to help you better prepare for meetings and recall information easily. if you want to underscore a particularly important point date or other piece of information mark notes with note tags visually rich icons that make it easier to return to reminders to-dos and other action items. work together more effectively with team members working from different locations and on multiple projects communication coordination and information sharing can challenge group effectiveness and productivity. teams often rely on e-mail messages to share information causing confusion and bloated e-mail inboxes. tasks action items agendas and issues stored within static documents or document management systems are difficult to update track and access and they prevent multiple people from working with the same information at the same time. onenote 2007 helps people work together better by eliminating roadblocks that arise when information is isolated in paper notes or file folders or on one person's computer. groups can share information easily work more productively and keep track of projects issues and goals more effectively. individuals can work together from the same notebook--whether online or offline--using shared notebooks. onenote2007 manages changes made to the same notebook eliminating the need to track versions or upload changes. you can also create a team knowledge base so that everyone has access to the same information helping to get new team members up to speed quickly and minimizing duplicate efforts. share notes even with non-onenote 2007 users by sending your notes as html so that anyone with an e-mail client or web browser can view them and stay in control of your information by choosing which notebooks to share with your teammates and which to keep private and help ensure privacy with password protection. you can even use onenote 2007 as a shared digital whiteboard enabling virtual teams to work together in real time viewing and editing the same set of notes.,microsoft,99.95
b000fem8ew,learn2 training for microsoft excel,over 8 000 000 sold! used by fortune 500 companies and top government agencies for training learn2 training for microsoft excel will walk you through the process of learning the world's most popular spreadsheet program for the pc. learn2 training for microsoft excel is the easiest and fastest way to learn more about the most popular spreadsheet program for the pc. enjoy self-paced lessons that teach you how to use microsoft excel more effectively than you ever have before whether you're a beginner or advanced user.,topics entertainment - software (consignment),9.99
b000hlt5g2,monopoly here & now,,encore,19.95
b0006a5iwe,doom 3 (dvd) (mac),the ruins of an ancient martian civilization have unlocked the secrets to teleportation and the uac will stop at nothing to harness this world-altering technology. as part of a marine detachment sent to protect the facility your duty seemed simple enough?until the invasion. now in an epic clash against pure evil you must fight to understand who is with you who is against you and what must be done to stop this nightmare from reaching earth. built on id's revolutionary new 3d graphics engine doom 3 draws you into the most frightening and gripping 3d gaming experience ever created.,aspyr media,39.99
b000hlt57q,iremember digital scrapbooking 2.0,iremember digital scrapbook makes it easier than ever to create gorgeous scrapbooks on your mac! finish a page in only minutes - just add a blank page to your scrapbook using iremember drag in a template add your photos resize crop and share add text to your creations - familiar poems quotations scripture verses and more,intriguing development,39.95
